N,P,K,temperature,humidity,ph,rainfall,label
69.76,42.95,73.83,20.72,61.16,7.38,74.1,pistachio
70.21,55.02,69.28,24.75,81.43,5.23,172.87,date_palm
96.82,59.31,41.24,31.08,55.77,7.22,89.85,date_palm
66.08,48.22,47.6,27.16,75.27,6.82,110.4,date_palm
76.89,49.5,41.99,25.15,79.39,5.38,128.56,date_palm
85.66,51.78,66.48,25.6,56.99,5.06,92.46,date_palm
77.51,43.28,73.75,20.93,63.91,6.22,185.6,fig
65.47,61.77,47.4,30.17,62.93,6.11,110.03,fig
87.9,49.05,50.74,16.99,76.33,6.67,76.28,fig
80.63,61.66,78.83,25.44,69.38,7.1,215.5,fig
85.12,61.42,74.68,23.6,80.86,6.19,75.0,fig
114.17,68.57,60.08,30.41,78.02,6.69,177.85,olive
67.22,70.29,46.92,31.75,84.03,7.02,83.98,olive
85.4,79.53,57.42,31.96,71.95,7.09,109.0,olive
114.65,76.57,42.68,22.21,63.91,5.82,112.48,olive
87.49,74.94,71.46,25.97,68.29,6.05,138.74,olive
68.89,63.52,70.34,31.03,82.37,6.41,79.19,avocado
77.17,61.43,53.75,22.57,63.41,6.21,175.7,avocado
62.25,51.02,45.75,25.74,74.28,5.1,229.02,avocado
79.89,49.5,69.83,30.73,81.4,5.05,215.3,avocado
78.18,51.21,59.66,27.14,53.44,7.17,85.53,avocado
148.2,62.16,81.29,23.23,80.42,6.29,153.83,coffee
94.8,81.2,77.05,29.11,91.68,6.64,212.75,coffee
91.13,55.56,65.34,21.63,91.28,6.76,125.21,coffee
93.49,81.65,81.85,22.99,81.41,6.84,246.83,coffee
99.18,81.18,65.26,27.62,73.1,5.06,187.04,coffee
121.58,48.88,83.52,27.04,78.74,5.33,281.01,tea
132.43,74.44,54.25,24.64,74.07,6.14,293.69,tea
140.0,72.37,73.88,23.23,80.24,5.04,260.45,tea
133.73,40.44,85.58,27.77,85.03,5.02,165.43,tea
136.36,55.27,88.35,27.71,80.6,5.75,182.77,tea
97.64,63.33,73.86,29.89,79.93,5.2,212.07,cocoa
126.36,82.16,58.71,27.77,85.23,5.6,139.46,cocoa
84.47,89.42,72.03,30.34,76.53,6.42,280.63,cocoa
100.92,47.5,78.27,30.8,90.14,6.6,228.01,cocoa
126.24,74.04,76.06,27.86,94.94,5.52,195.34,cocoa
107.18,41.77,75.4,26.86,74.75,6.45,160.03,rubber
117.42,79.24,85.33,28.06,82.68,6.69,271.31,rubber
141.35,49.06,44.88,21.54,76.47,6.62,257.33,rubber
92.81,73.99,56.78,21.07,78.88,6.49,175.28,rubber
135.17,56.57,53.03,23.53,91.28,5.94,275.95,rubber
120.85,87.22,43.56,30.67,82.51,6.73,188.7,vanilla
100.88,42.7,82.71,21.65,75.01,5.82,222.49,vanilla
143.46,62.88,55.82,28.59,89.47,5.98,233.59,vanilla
92.38,71.72,40.24,23.28,89.03,5.34,257.61,vanilla
114.27,78.18,44.4,27.37,85.84,5.81,293.76,vanilla
106.83,41.89,49.97,24.48,70.35,5.64,269.98,cardamom
93.34,73.84,71.33,22.99,87.34,5.69,143.21,cardamom
106.85,69.43,48.35,29.89,77.46,5.58,251.01,cardamom
121.75,56.89,84.4,31.95,78.57,6.8,184.67,cardamom
93.19,87.4,85.91,24.84,75.71,6.45,143.62,cardamom
131.39,69.48,48.45,24.4,86.26,5.07,277.78,black_pepper
97.91,66.74,42.43,31.94,86.55,6.31,123.55,black_pepper
128.28,60.84,59.01,26.57,81.86,5.31,245.13,black_pepper
124.12,55.06,73.08,27.95,76.75,6.21,144.69,black_pepper
138.15,45.25,75.94,21.41,72.85,5.21,155.76,black_pepper
93.98,53.15,66.16,22.42,87.59,5.59,127.09,white_pepper
114.74,50.38,86.66,23.97,70.07,6.34,283.24,white_pepper
138.47,73.45,47.46,21.08,82.79,6.45,138.23,white_pepper
97.91,51.56,89.43,23.55,81.61,5.2,151.45,white_pepper
82.76,54.53,80.08,23.75,88.46,5.19,256.48,white_pepper
83.21,82.6,73.17,22.05,78.94,5.88,231.93,clove
141.49,44.65,80.75,22.19,80.02,6.92,168.93,clove
107.0,82.53,79.99,27.79,89.92,5.23,245.31,clove
84.11,87.12,47.97,24.99,84.77,6.6,242.11,clove
92.69,58.99,57.93,20.35,87.11,6.68,295.22,clove
89.15,86.02,45.65,24.94,71.15,5.52,176.56,nutmeg
129.32,73.9,78.38,26.92,84.13,6.96,240.57,nutmeg
103.68,66.16,75.03,21.14,86.54,5.5,182.23,nutmeg
127.34,59.24,81.95,26.7,94.69,5.11,235.81,nutmeg
90.98,82.44,82.59,30.43,71.87,5.98,163.36,nutmeg
147.91,42.52,51.14,27.72,80.08,5.47,202.64,cinnamon
136.09,62.4,82.83,25.36,72.97,5.99,237.61,cinnamon
87.19,60.62,67.86,20.0,72.27,6.21,231.43,cinnamon
101.32,65.42,50.34,28.06,93.76,5.73,129.77,cinnamon
95.6,62.72,68.01,27.44,81.83,6.31,248.86,cinnamon
56.84,60.37,38.87,23.8,84.9,7.43,108.4,turmeric
81.32,58.08,31.83,20.79,64.21,6.93,194.31,turmeric
56.42,54.43,37.5,33.81,71.79,6.41,206.28,turmeric
93.01,34.31,46.58,33.75,85.12,6.68,204.43,turmeric
77.03,56.34,68.25,20.29,74.96,6.56,59.71,turmeric
106.12,63.55,49.32,26.64,87.63,5.85,165.71,ginger
93.83,35.14,45.5,28.21,86.48,6.51,126.93,ginger
108.77,66.64,60.49,22.65,88.91,7.44,140.57,ginger
58.0,46.51,58.0,30.72,68.97,6.9,222.14,ginger
92.71,67.42,55.3,21.42,78.73,6.08,119.06,ginger
90.34,69.25,56.0,34.29,75.12,6.89,114.48,saffron
56.92,44.09,49.21,27.7,80.01,6.33,199.57,saffron
100.48,41.44,63.89,31.74,75.68,5.55,79.07,saffron
90.22,38.0,60.01,20.74,68.6,6.0,217.88,saffron
91.44,41.81,60.14,18.55,84.42,5.7,223.61,saffron
94.37,64.59,59.7,27.54,67.13,7.07,209.76,fennel
67.26,56.58,67.06,24.59,88.7,7.45,112.53,fennel
83.13,30.52,40.05,28.55,83.43,7.24,216.0,fennel
104.69,58.19,55.91,30.84,76.4,6.71,205.23,fennel
107.86,41.77,37.1,29.61,65.61,5.85,152.77,fennel
72.63,47.14,52.26,20.21,77.52,6.01,116.11,coriander
92.58,36.19,36.15,23.48,61.53,7.36,173.12,coriander
89.71,49.62,52.91,24.09,83.52,6.14,93.99,coriander
61.03,32.73,50.21,25.07,76.11,5.68,94.24,coriander
62.8,43.28,44.43,21.71,82.58,6.56,249.33,coriander
99.42,69.25,30.35,29.37,73.37,7.31,172.74,cumin
87.27,68.36,57.3,23.46,87.48,7.39,127.18,cumin
82.41,41.31,66.45,31.98,71.25,7.11,139.11,cumin
52.63,65.93,37.7,26.74,88.45,5.83,241.26,cumin
82.28,30.29,32.62,29.4,83.21,7.23,134.84,cumin
56.24,51.51,58.11,34.6,83.26,6.79,237.95,anise
94.81,36.15,48.37,23.64,62.63,5.61,208.84,anise
83.49,53.0,39.11,22.4,71.64,6.76,136.61,anise
51.01,56.93,51.39,28.9,78.55,7.01,167.12,anise
92.05,32.9,67.12,19.8,83.61,6.1,67.3,anise
95.92,47.51,45.8,29.23,74.22,6.57,77.28,caraway
73.46,61.9,51.83,34.32,64.32,6.85,232.83,caraway
97.7,59.17,44.93,34.14,76.61,6.61,74.65,caraway
50.3,53.87,51.49,34.1,69.14,7.0,230.71,caraway
70.63,46.51,55.84,26.71,64.83,5.94,216.95,caraway
61.66,37.25,61.99,32.49,85.54,7.36,248.86,dill
77.68,51.99,41.63,19.15,62.95,6.95,147.44,dill
69.85,35.13,56.22,19.7,78.59,7.3,113.56,dill
77.04,54.65,42.23,27.93,76.97,6.23,113.27,dill
75.7,30.19,39.85,21.77,82.19,6.37,218.02,dill
58.06,59.32,65.12,25.87,70.76,6.11,160.33,parsley
60.55,54.27,63.67,32.6,64.2,6.58,102.65,parsley
103.18,33.06,33.02,18.32,75.22,5.56,166.38,parsley
74.31,53.6,66.25,27.38,76.3,7.5,144.42,parsley
96.51,44.63,38.93,31.13,82.0,6.08,142.94,parsley
80.62,45.87,50.09,29.27,85.44,7.11,172.81,basil
59.95,50.57,47.85,21.05,88.46,6.82,243.55,basil
94.16,49.34,44.35,21.72,74.63,5.63,123.89,basil
52.57,38.27,66.31,24.14,74.09,6.41,59.29,basil
108.84,42.96,58.15,26.86,84.89,7.17,102.66,basil
82.66,36.95,56.15,24.21,79.6,7.17,153.33,thyme
72.58,66.29,50.65,24.0,86.03,6.47,146.42,thyme
86.25,50.07,35.56,20.82,62.31,6.79,92.3,thyme
61.21,44.49,58.69,20.01,66.91,7.12,194.05,thyme
78.89,49.15,38.43,20.74,85.0,5.54,58.63,thyme
84.41,36.45,55.18,18.67,77.17,5.61,101.65,rosemary
60.8,68.33,53.97,27.58,60.56,6.94,182.35,rosemary
67.01,33.43,47.97,34.88,86.02,5.84,216.07,rosemary
86.05,61.78,62.82,21.09,79.79,6.03,194.84,rosemary
70.56,48.14,53.62,21.91,71.56,5.72,90.47,rosemary
101.58,50.17,46.79,20.54,62.89,6.45,172.95,oregano
52.34,61.35,50.13,20.0,74.47,5.76,170.69,oregano
99.65,65.88,60.99,29.04,75.66,6.24,58.69,oregano
81.79,39.18,62.09,31.42,71.44,6.68,198.28,oregano
95.69,57.87,33.91,20.28,74.31,5.97,221.81,oregano
67.0,65.07,46.35,21.21,81.27,7.08,165.6,marjoram
57.07,30.29,56.18,29.69,69.48,6.22,80.96,marjoram
89.09,40.15,64.2,25.2,70.97,6.05,186.12,marjoram
95.3,46.53,61.35,26.2,71.11,6.61,100.76,marjoram
68.4,43.77,58.22,30.51,85.65,6.82,199.56,marjoram
76.8,57.97,36.47,21.65,72.02,6.18,160.12,sage
91.82,58.27,36.43,34.4,60.16,5.68,79.07,sage
105.55,47.42,32.56,21.77,62.4,5.58,126.87,sage
109.07,54.56,50.84,30.1,77.92,7.39,214.05,sage
88.42,47.56,38.07,29.17,84.12,6.07,56.72,sage
85.97,50.63,39.27,20.88,61.08,5.98,50.06,tarragon
59.45,69.87,61.19,24.0,71.85,6.67,153.55,tarragon
94.22,32.74,33.61,22.84,84.89,7.33,119.62,tarragon
107.8,41.06,54.25,21.31,87.89,6.65,102.22,tarragon
74.43,34.26,32.9,23.0,88.41,7.11,241.34,tarragon
102.57,62.53,53.0,29.8,88.98,6.63,203.99,mint
95.45,68.45,48.35,25.83,77.6,5.55,73.25,mint
54.05,55.35,69.77,29.51,66.9,6.13,241.09,mint
80.99,30.39,63.29,22.22,62.79,6.85,214.21,mint
54.56,67.26,49.06,24.01,86.83,6.04,239.42,mint
90.99,66.4,49.96,21.39,82.06,7.25,91.36,lemongrass
62.17,39.99,54.74,20.65,63.2,7.34,185.16,lemongrass
89.81,54.55,60.57,27.21,61.27,6.46,174.13,lemongrass
79.54,69.41,65.88,32.77,74.72,7.47,233.2,lemongrass
66.82,38.88,53.07,18.92,83.98,6.46,158.15,lemongrass
105.17,55.75,67.45,17.62,84.18,6.9,90.61,sweet_potato
118.24,40.47,48.43,23.72,61.39,6.73,68.57,sweet_potato
108.4,49.49,58.85,24.2,62.81,6.5,63.16,sweet_potato
119.05,54.89,74.17,19.19,56.3,5.76,103.35,sweet_potato
86.0,43.99,50.8,18.54,65.13,6.26,56.04,sweet_potato
137.14,45.98,72.23,17.65,67.49,7.49,133.43,yam
106.19,68.82,71.41,19.5,69.67,6.64,83.82,yam
118.34,42.4,72.55,22.15,72.05,6.4,76.81,yam
95.27,62.41,77.27,18.87,50.69,5.74,135.41,yam
137.42,47.96,63.04,24.74,56.11,7.06,79.06,yam
117.12,59.5,69.46,28.34,63.34,6.07,109.49,taro
80.14,46.7,72.31,20.06,72.09,6.64,133.38,taro
74.99,46.48,49.13,19.75,60.2,6.03,110.91,taro
88.99,57.8,74.51,20.45,70.54,7.43,85.54,taro
82.87,40.92,69.11,24.93,82.92,6.9,48.81,taro
81.68,44.12,42.55,28.18,69.2,5.55,83.67,cassava
123.55,43.33,50.5,17.33,72.92,7.27,74.03,cassava
87.32,51.37,65.06,16.97,79.35,5.56,112.99,cassava
130.23,53.01,59.05,29.62,68.92,6.04,88.93,cassava
137.87,67.9,47.08,23.96,72.09,6.77,102.04,cassava
106.64,65.58,52.39,20.21,68.89,7.11,88.6,arrowroot
95.6,50.39,52.14,15.0,78.54,7.2,77.83,arrowroot
102.84,40.33,76.88,29.2,66.7,5.52,87.35,arrowroot
90.5,49.25,40.29,20.6,64.41,6.62,83.42,arrowroot
81.43,69.48,55.59,20.68,59.2,6.34,66.35,arrowroot
123.52,76.4,72.3,25.27,59.96,6.99,128.97,lotus_root
98.9,74.14,47.3,19.34,72.29,6.74,69.93,lotus_root
113.59,47.51,40.78,15.74,68.72,5.87,51.25,lotus_root
88.84,68.61,69.08,18.49,55.27,6.49,77.61,lotus_root
91.81,71.98,79.92,21.96,77.7,6.16,132.79,lotus_root
136.62,42.24,71.03,16.07,66.46,5.88,132.57,water_chestnut
127.21,73.13,44.88,26.52,58.71,7.04,88.73,water_chestnut
121.63,41.34,58.43,26.56,68.24,7.46,92.01,water_chestnut
117.7,52.48,52.92,24.44,51.48,7.37,97.3,water_chestnut
87.73,65.54,47.95,28.31,80.23,5.94,52.42,water_chestnut
114.3,52.98,46.69,19.14,54.19,7.08,40.98,kohlrabi
72.94,71.34,59.01,23.94,63.0,5.68,57.35,kohlrabi
76.4,64.75,77.23,29.95,71.88,5.62,110.9,kohlrabi
119.09,71.66,45.03,18.49,84.36,7.08,123.24,kohlrabi
126.39,57.55,47.72,25.34,62.54,5.77,138.85,kohlrabi
103.97,57.5,51.79,25.46,56.64,5.87,78.24,celery
121.27,51.01,73.25,28.72,69.41,5.64,57.05,celery
90.7,50.53,54.68,15.01,72.33,6.26,60.41,celery
71.31,74.27,71.04,18.58,75.24,6.82,99.29,celery
97.12,60.96,59.9,23.27,71.46,6.15,110.5,celery
77.73,60.93,42.67,27.53,54.54,7.25,62.23,leek
103.98,43.95,62.84,27.54,73.03,6.55,117.14,leek
87.92,54.65,64.24,16.06,82.56,5.92,94.05,leek
132.28,43.2,72.04,15.91,69.53,7.38,85.75,leek
95.83,68.34,72.95,18.99,51.42,5.64,73.43,leek
136.12,78.42,43.88,25.88,68.61,5.88,97.88,shallot
87.41,65.01,47.16,26.24,64.53,5.71,110.25,shallot
95.06,58.35,66.61,28.24,55.84,5.86,84.17,shallot
93.63,46.33,79.94,21.65,62.33,6.13,149.06,shallot
92.73,54.87,70.57,21.46,75.41,6.72,101.95,shallot
84.97,70.63,77.05,18.81,83.66,6.39,83.68,scallion
120.84,79.32,63.83,22.76,84.77,6.1,73.04,scallion
85.53,74.23,40.87,27.33,74.14,6.05,100.9,scallion
108.94,77.04,46.19,15.57,62.45,5.78,80.38,scallion
110.75,49.32,72.44,16.38,63.99,7.34,120.77,scallion
120.65,71.72,46.92,27.39,74.14,6.65,139.84,chard
111.67,52.02,69.23,23.64,52.75,5.61,124.8,chard
94.36,72.69,56.66,28.02,80.44,5.95,111.81,chard
112.16,40.46,71.1,20.74,60.67,5.58,99.39,chard
80.47,60.1,48.83,15.76,75.61,6.29,89.02,chard
111.66,60.19,48.88,19.35,63.8,5.76,49.08,endive
110.0,41.97,55.97,16.28,67.56,7.05,54.34,endive
79.44,62.37,59.51,24.78,56.86,6.73,120.92,endive
87.24,42.87,71.07,19.85,82.34,5.68,113.89,endive
99.65,53.93,52.83,23.91,50.85,6.11,148.64,endive
113.14,79.61,57.69,17.19,51.57,7.14,61.97,artichoke
96.17,70.31,74.11,16.69,51.91,7.4,141.94,artichoke
130.81,72.81,40.55,25.41,53.89,6.4,42.5,artichoke
84.63,61.52,48.15,22.85,59.05,6.47,120.29,artichoke
79.89,67.95,40.74,23.75,73.22,5.59,58.74,artichoke
89.88,71.57,64.72,15.8,72.92,5.52,82.75,asparagus
88.99,74.08,66.4,27.96,50.67,7.23,111.44,asparagus
86.18,55.23,79.06,16.49,61.04,7.23,98.47,asparagus
83.05,60.03,58.32,28.9,50.75,5.99,98.24,asparagus
93.35,55.74,46.28,20.2,62.32,6.75,65.98,asparagus
138.48,60.05,72.48,24.39,80.75,7.28,129.63,parsnip
72.06,62.2,51.21,17.28,81.4,6.81,49.66,parsnip
96.75,78.42,64.5,24.38,57.96,5.98,56.8,parsnip
137.94,76.39,53.17,23.13,57.24,5.78,99.55,parsnip
126.01,74.5,52.36,25.58,68.33,5.77,149.53,parsnip
138.3,45.81,77.32,28.76,61.11,6.61,144.35,rutabaga
78.29,52.7,75.19,25.91,76.79,7.26,85.54,rutabaga
98.79,57.72,77.35,28.41,82.66,6.05,125.7,rutabaga
77.47,47.39,70.5,24.18,59.34,6.63,65.4,rutabaga
86.25,67.5,54.37,25.32,66.68,6.5,106.52,rutabaga
119.84,54.96,74.09,22.37,54.81,5.89,43.55,salsify
123.52,40.6,50.79,21.2,75.98,7.48,123.36,salsify
74.63,77.08,79.43,28.01,67.15,6.15,90.33,salsify
87.27,56.19,41.67,26.03,63.31,6.13,107.27,salsify
121.97,63.75,61.01,28.14,77.54,6.54,89.68,salsify
127.89,41.7,79.83,22.78,63.85,6.97,101.35,horseradish
106.13,65.23,41.97,19.37,63.93,6.11,131.04,horseradish
102.29,56.9,64.53,15.82,68.09,5.78,131.29,horseradish
101.62,68.91,44.53,26.68,82.82,6.89,54.88,horseradish
98.95,58.04,47.16,23.85,74.94,5.9,90.02,horseradish
75.0,67.67,76.29,28.74,75.14,5.31,81.69,mulberry
86.96,54.52,60.95,22.15,77.69,6.28,240.45,mulberry
82.72,55.22,70.73,30.6,69.79,6.65,88.52,mulberry
112.13,47.15,68.48,22.71,60.83,6.92,144.79,mulberry
97.59,44.7,45.26,19.25,71.79,5.63,147.14,mulberry
111.32,61.74,40.23,30.12,58.33,6.47,150.39,jackfruit
84.61,43.18,64.0,19.92,69.16,6.55,165.93,jackfruit
109.52,41.96,45.93,26.45,51.29,7.13,186.73,jackfruit
110.28,51.94,76.82,16.78,64.59,5.45,187.7,jackfruit
96.67,67.66,63.8,28.6,56.21,6.14,170.0,jackfruit
115.89,43.73,51.97,21.9,63.26,5.17,141.19,durian
93.03,51.71,45.38,27.11,59.6,6.32,159.68,durian
101.75,64.48,44.37,27.68,72.01,7.47,151.9,durian
101.32,77.36,79.45,20.59,71.31,5.79,159.82,durian
119.7,54.15,45.19,25.0,68.19,6.58,153.58,durian
70.79,64.38,68.34,31.67,50.06,5.06,178.84,lychee
67.08,73.92,71.98,31.98,64.49,5.83,166.48,lychee
98.25,40.45,48.05,20.51,77.66,5.77,156.27,lychee
79.44,40.25,67.43,21.46,75.35,6.54,65.53,lychee
70.54,53.22,53.52,26.76,82.07,6.99,182.67,lychee
88.89,65.09,75.68,24.59,61.73,6.96,138.65,longan
104.56,73.4,51.97,27.6,61.04,6.34,99.57,longan
101.13,71.98,75.52,21.66,83.94,5.7,65.92,longan
119.02,65.06,73.7,25.14,63.63,6.49,224.27,longan
105.09,68.21,52.58,16.51,64.49,6.24,105.15,longan
87.11,78.03,48.65,20.84,53.93,6.96,207.78,rambutan
114.8,57.75,41.0,23.72,67.5,5.48,235.49,rambutan
103.95,60.95,71.02,18.29,80.51,7.06,238.22,rambutan
100.6,45.31,68.98,23.35,74.98,6.31,60.78,rambutan
115.94,67.48,63.77,17.39,66.34,5.12,158.91,rambutan
99.54,52.5,63.1,20.99,81.22,5.8,96.58,sapota
76.6,52.77,57.64,17.88,55.23,5.68,62.9,sapota
97.38,60.56,48.26,21.61,61.15,5.35,193.83,sapota
77.0,49.79,42.85,25.81,61.86,6.11,84.71,sapota
88.24,67.02,44.24,16.86,64.93,5.45,173.26,sapota
95.57,73.45,67.97,25.86,60.94,7.04,195.45,custard_apple
100.25,61.34,78.95,28.09,66.3,5.33,214.44,custard_apple
115.18,58.73,58.22,26.95,74.86,6.16,104.02,custard_apple
73.43,74.44,64.68,30.61,63.72,6.75,186.38,custard_apple
107.33,75.3,58.13,16.48,66.64,5.88,147.64,custard_apple
70.25,70.72,64.18,18.04,53.6,7.04,211.38,starfruit
79.55,65.98,71.7,24.52,64.03,6.03,177.97,starfruit
92.88,78.96,55.35,21.45,78.49,6.48,209.02,starfruit
86.12,71.49,61.78,19.78,73.19,5.19,236.86,starfruit
94.45,59.47,63.69,23.41,69.43,7.06,93.47,starfruit
117.35,42.78,44.35,29.03,77.0,5.95,153.92,dragonfruit
99.61,43.62,72.68,30.2,81.61,6.59,60.04,dragonfruit
68.8,45.97,61.25,22.24,70.23,5.49,189.49,dragonfruit
79.0,62.81,76.53,20.87,83.02,6.09,246.69,dragonfruit
80.66,43.57,40.32,31.78,64.15,5.32,115.9,dragonfruit
82.15,61.96,42.13,27.25,78.73,5.9,223.64,passionfruit
111.94,49.41,68.09,22.31,61.13,5.96,132.5,passionfruit
92.71,66.5,58.99,19.01,63.46,7.31,219.59,passionfruit
69.26,79.9,66.8,18.15,52.51,5.04,197.05,passionfruit
89.2,57.47,79.61,17.35,72.48,6.04,146.65,passionfruit
107.34,64.18,57.03,18.88,67.83,6.38,145.51,persimmon
81.32,47.43,64.18,25.25,79.64,5.59,155.33,persimmon
84.65,61.85,54.68,31.65,69.89,6.76,81.5,persimmon
88.89,67.62,45.68,27.7,84.43,7.46,207.99,persimmon
87.9,43.13,75.6,17.42,66.54,6.85,242.48,persimmon
64.68,65.35,71.92,21.0,51.85,5.86,207.92,quince
88.13,60.51,58.77,27.74,64.74,7.4,211.66,quince
77.35,41.41,76.91,27.99,75.44,6.41,71.67,quince
88.39,46.76,42.06,31.85,78.31,6.56,114.49,quince
64.95,60.22,74.06,20.45,54.64,5.7,222.99,quince
60.85,44.46,46.98,25.47,55.29,6.12,213.49,cranberry
75.68,68.03,59.4,28.79,80.17,5.86,76.04,cranberry
68.7,77.36,46.17,23.94,84.78,6.93,105.21,cranberry
86.41,65.5,48.43,27.75,62.08,6.61,203.54,cranberry
66.96,46.7,55.95,20.82,76.12,6.88,161.18,cranberry
82.79,68.22,58.98,18.32,80.46,5.03,236.17,gooseberry
86.93,67.14,78.47,26.93,51.44,7.29,181.11,gooseberry
117.37,57.27,76.72,29.73,61.72,5.67,78.67,gooseberry
99.26,55.65,70.93,27.99,75.7,6.47,97.04,gooseberry
80.24,67.61,47.2,24.76,73.55,7.08,62.27,gooseberry
65.86,44.16,57.84,19.51,59.92,5.48,64.5,currant
65.52,77.54,66.26,29.37,83.27,6.6,194.53,currant
67.2,74.26,45.2,26.5,81.5,6.42,243.76,currant
113.76,67.83,50.13,23.47,82.77,6.6,235.31,currant
76.58,57.08,76.14,28.32,61.32,5.4,74.06,currant
106.63,55.31,53.31,16.96,83.45,5.66,143.71,elderberry
89.5,77.14,64.41,18.86,67.22,5.36,206.05,elderberry
73.1,65.73,76.5,27.45,53.62,5.18,168.56,elderberry
75.04,57.84,75.86,18.38,72.41,7.33,186.28,elderberry
75.99,68.0,76.18,25.19,68.04,7.35,153.23,elderberry
86.16,73.76,71.24,28.57,68.9,5.01,241.29,acerola
109.08,59.28,62.69,30.96,62.56,6.7,136.12,acerola
97.94,78.35,43.63,24.55,83.63,5.2,147.33,acerola
105.99,65.91,47.06,16.63,63.45,5.48,192.22,acerola
113.79,65.22,54.37,17.36,72.15,6.84,86.59,acerola
71.59,68.79,63.72,23.83,52.2,6.35,118.47,bilberry
92.04,73.37,57.97,31.93,51.3,5.14,209.68,bilberry
62.57,44.73,72.28,26.68,66.04,6.7,226.11,bilberry
68.94,63.17,76.99,16.59,54.96,6.63,149.53,bilberry
115.08,41.83,68.05,18.09,56.03,5.12,118.39,bilberry
107.62,58.25,46.83,25.46,78.62,5.27,154.46,huckleberry
107.95,48.82,72.18,22.82,78.4,7.46,188.9,huckleberry
79.45,79.03,63.04,18.2,79.27,6.98,205.2,huckleberry
95.59,53.42,44.83,18.26,64.53,6.74,165.15,huckleberry
86.32,77.03,41.63,17.6,79.66,6.53,207.76,huckleberry
60.94,59.48,40.25,18.87,53.12,6.63,228.51,breadfruit
84.97,72.3,70.9,27.08,57.22,6.6,159.39,breadfruit
84.72,77.52,64.42,16.6,56.3,6.25,240.56,breadfruit
97.63,71.3,53.91,16.07,58.25,5.29,160.74,breadfruit
65.74,54.48,70.45,24.64,57.67,6.93,185.27,breadfruit
76.59,47.75,71.86,26.96,83.9,6.19,93.5,plantain
100.21,41.72,65.79,20.56,65.21,5.84,212.98,plantain
105.5,41.73,69.62,30.8,56.16,6.96,152.16,plantain
66.96,75.8,68.86,25.48,61.41,5.5,188.6,plantain
79.54,71.16,53.05,17.57,75.82,7.17,131.35,plantain
73.24,58.84,59.38,30.25,55.07,7.32,146.45,tamarind
83.24,45.46,68.79,26.11,84.14,5.51,84.17,tamarind
101.53,42.39,45.46,29.63,66.05,5.43,125.28,tamarind
113.18,64.15,71.58,26.21,71.4,5.42,244.33,tamarind
111.3,43.46,74.28,23.83,84.85,6.48,219.03,tamarind
76.75,69.2,69.45,19.95,61.46,6.45,229.45,bael
95.51,45.96,62.95,16.08,84.31,5.1,149.42,bael
106.12,41.34,61.24,23.67,77.93,7.05,145.96,bael
74.43,62.34,40.5,27.71,83.25,5.33,116.2,bael
98.86,43.63,59.19,20.88,74.62,7.14,201.98,bael
61.46,58.19,70.87,29.99,64.19,6.97,130.38,jamun
87.86,65.34,74.42,17.13,81.27,5.83,66.22,jamun
85.55,50.79,77.84,24.68,77.81,6.97,75.38,jamun
112.85,69.43,42.19,31.13,73.61,7.22,81.08,jamun
81.94,64.77,54.62,18.8,69.56,5.17,194.77,jamun
72.28,79.25,49.55,17.82,66.75,7.35,170.22,karonda
117.55,48.39,69.8,19.61,62.34,5.67,189.24,karonda
76.63,42.53,53.81,23.78,68.43,5.31,194.87,karonda
100.7,61.31,51.69,25.94,78.0,7.36,213.67,karonda
116.45,42.63,75.68,23.33,52.81,7.24,114.79,karonda
117.4,44.37,51.04,27.15,67.37,7.19,158.93,kokum
97.64,51.73,78.78,24.66,54.62,5.87,144.33,kokum
98.68,51.66,42.52,29.95,58.13,7.37,182.49,kokum
84.7,53.71,65.84,21.22,70.77,6.74,219.96,kokum
86.72,52.16,45.28,28.63,56.01,5.65,152.01,kokum
118.24,70.79,41.89,21.65,65.96,5.42,235.59,wood_apple
102.71,51.41,78.93,29.43,74.25,6.67,89.16,wood_apple
74.27,41.65,52.67,18.02,59.11,5.46,166.87,wood_apple
62.08,52.68,53.75,21.97,68.9,5.41,117.3,wood_apple
115.23,56.18,59.98,18.33,66.03,5.8,60.82,wood_apple
104.31,79.02,53.25,27.29,66.59,5.72,239.36,ber
118.84,62.95,45.88,25.04,81.74,6.11,190.94,ber
103.9,76.01,45.58,24.82,60.78,6.0,219.77,ber
86.76,43.7,42.2,26.26,70.42,5.56,237.78,ber
76.68,40.9,61.54,23.13,73.5,5.22,157.24,ber
71.67,52.71,64.2,31.09,81.8,5.9,88.11,phalsa
111.23,54.79,54.91,20.55,62.3,7.44,226.12,phalsa
65.26,69.11,57.77,31.88,78.13,5.72,213.08,phalsa
118.22,56.95,75.86,18.23,70.55,5.22,99.48,phalsa
88.48,74.7,79.47,17.06,83.6,6.89,76.81,phalsa
98.66,76.58,56.58,23.34,74.86,7.01,55.06,drumstick
83.02,55.27,62.15,15.63,78.92,7.17,73.43,drumstick
109.15,58.54,41.07,15.04,59.19,7.41,131.77,drumstick
103.08,66.15,75.71,21.26,67.22,6.88,66.92,drumstick
78.35,51.09,79.77,16.0,76.09,6.66,102.21,drumstick
130.78,65.12,59.04,25.41,54.19,6.53,103.28,ivy_gourd
129.17,46.51,42.34,19.8,80.74,5.77,57.96,ivy_gourd
89.09,56.78,76.48,20.34,60.14,6.56,142.99,ivy_gourd
