N,P,K,temperature,humidity,ph,rainfall,label
111.71,76.53,36.37,22.45,40.25,6.2,106.1,bitter_gourd
66.04,75.65,34.86,21.63,74.2,5.94,113.0,bitter_gourd
80.03,23.39,27.39,24.78,81.13,6.86,134.92,bitter_gourd
106.57,74.5,78.67,23.93,66.57,5.82,65.98,bitter_gourd
48.58,27.78,47.42,19.38,68.14,7.16,69.58,bitter_gourd
129.44,78.38,33.45,23.85,49.87,5.63,64.23,bitter_gourd
60.42,20.53,21.79,27.11,83.26,7.23,48.08,bitter_gourd
42.35,80.02,46.23,20.18,75.03,6.56,76.23,bitter_gourd
55.01,28.04,69.85,28.58,41.92,5.95,97.73,bitter_gourd
66.65,54.24,55.13,18.96,45.86,6.34,129.22,bitter_gourd
53.83,57.66,76.74,23.56,57.34,7.36,125.95,bitter_gourd
139.69,40.98,53.87,21.75,82.02,6.74,100.53,bitter_gourd
91.47,82.36,44.72,16.97,48.81,5.99,50.53,bitter_gourd
137.66,58.86,75.85,21.81,66.06,5.95,137.99,bitter_gourd
82.04,48.41,71.96,28.03,89.87,6.46,86.64,bitter_gourd
122.61,49.74,34.17,22.17,55.3,6.02,124.99,bitter_gourd
74.91,63.77,41.2,16.71,79.05,7.05,117.54,bitter_gourd
100.99,32.2,55.1,27.5,79.21,6.68,109.42,bitter_gourd
57.05,23.87,79.22,15.27,52.68,6.3,117.02,bitter_gourd
109.69,80.67,85.09,19.07,52.45,5.74,76.29,bitter_gourd
50.28,87.28,60.24,22.37,42.87,7.32,66.94,bitter_gourd
116.97,34.33,38.94,17.06,66.75,6.07,102.87,bitter_gourd
111.5,35.81,29.21,22.73,59.99,6.39,80.52,bitter_gourd
56.49,28.59,70.9,24.51,74.39,6.78,96.46,snake_gourd
59.65,83.98,57.29,21.87,53.06,6.25,147.9,snake_gourd
80.62,76.28,28.7,23.99,53.59,5.97,73.4,snake_gourd
79.64,65.06,48.52,27.92,47.75,7.21,88.03,snake_gourd
119.25,47.63,38.01,28.42,71.83,6.94,97.48,snake_gourd
111.05,86.96,71.85,29.53,57.47,6.1,137.17,snake_gourd
123.39,82.2,50.48,21.2,87.37,5.91,58.3,snake_gourd
57.19,41.19,49.24,20.75,63.01,5.57,77.61,snake_gourd
90.82,23.79,53.7,28.58,72.66,7.39,134.6,snake_gourd
89.39,21.48,24.17,23.64,82.13,6.16,54.48,snake_gourd
115.9,57.73,52.76,16.92,67.69,6.65,118.16,snake_gourd
130.22,25.31,78.17,19.82,60.78,6.19,128.83,snake_gourd
84.11,25.0,53.19,17.22,40.79,5.6,81.87,snake_gourd
85.07,20.05,29.57,28.53,67.19,7.46,99.66,snake_gourd
135.43,68.4,47.11,15.75,47.39,7.08,112.84,snake_gourd
69.73,31.43,64.8,28.95,52.42,7.49,98.75,snake_gourd
60.81,32.77,69.81,28.92,50.16,5.98,55.74,snake_gourd
60.85,35.79,49.22,18.57,73.15,5.98,69.3,snake_gourd
81.87,31.85,23.58,16.36,40.24,6.85,45.41,snake_gourd
87.95,82.24,63.01,19.59,60.11,6.35,75.31,snake_gourd
45.37,30.95,30.02,18.12,56.54,5.71,107.73,snake_gourd
59.97,55.73,68.53,22.46,77.05,7.06,89.24,snake_gourd
61.23,22.98,68.5,20.51,54.54,5.67,59.8,snake_gourd
129.16,53.04,79.3,27.67,52.41,5.95,137.54,snake_gourd
63.68,61.89,85.55,21.99,61.24,7.41,134.93,snake_gourd
132.7,69.49,35.68,15.72,41.08,7.35,99.71,snake_gourd
128.32,87.03,36.61,29.55,53.69,5.86,69.93,snake_gourd
139.55,85.78,44.67,22.23,81.19,7.11,138.72,snake_gourd
76.23,36.26,55.9,29.01,70.66,7.24,61.58,snake_gourd
90.73,84.2,59.95,26.91,80.38,6.39,115.83,snake_gourd
109.18,50.77,56.41,27.15,84.08,7.47,80.42,ash_gourd
107.61,58.56,79.63,18.61,63.35,6.01,128.35,ash_gourd
111.03,20.45,27.59,17.12,69.56,7.05,77.83,ash_gourd
47.94,60.98,63.01,21.46,53.54,6.19,65.56,ash_gourd
121.28,46.71,69.94,23.24,51.46,6.06,113.75,ash_gourd
126.31,84.22,30.78,18.89,44.96,5.88,82.52,ash_gourd
111.81,84.12,61.36,17.18,58.82,5.79,70.75,ash_gourd
97.46,55.12,32.04,19.14,84.81,6.76,106.16,ash_gourd
72.21,40.94,73.3,15.23,72.69,7.41,109.89,ash_gourd
44.81,22.37,74.95,17.78,61.1,6.8,114.26,ash_gourd
68.79,67.76,83.96,22.02,59.82,6.87,136.06,ash_gourd
108.69,84.91,74.71,29.35,52.51,6.85,63.04,ash_gourd
51.75,43.91,86.21,19.42,55.44,7.35,148.01,ash_gourd
115.75,44.68,77.63,15.98,40.51,5.63,76.82,ash_gourd
64.12,80.14,51.27,27.77,64.39,6.24,77.33,ash_gourd
44.75,51.83,86.58,29.57,86.58,5.7,88.64,ash_gourd
123.39,30.78,24.57,18.09,44.21,6.98,118.39,ash_gourd
138.84,23.54,69.19,26.9,48.93,5.66,147.79,ash_gourd
119.05,24.84,33.1,24.88,48.55,6.37,56.5,ash_gourd
49.16,53.91,57.98,27.71,40.19,6.21,47.93,ash_gourd
95.26,31.57,43.18,29.54,72.47,6.84,106.63,ash_gourd
60.16,67.93,87.92,16.34,81.95,6.19,62.14,ash_gourd
105.52,79.57,31.69,17.96,65.04,5.91,95.75,ash_gourd
139.01,21.8,49.94,18.03,48.33,6.68,144.22,ash_gourd
86.97,59.09,68.95,27.89,88.34,6.17,59.5,ash_gourd
131.66,62.36,81.8,17.2,79.46,5.74,54.51,ash_gourd
52.11,45.34,49.07,24.86,86.89,6.36,103.64,ash_gourd
81.08,46.8,38.55,15.08,52.79,6.95,127.88,ash_gourd
108.6,50.87,48.77,17.84,52.13,7.5,104.64,ash_gourd
80.41,57.46,54.48,19.41,60.89,6.36,138.83,ash_gourd
129.1,40.17,51.89,18.33,87.64,5.77,92.96,cucumber
41.21,52.25,52.2,15.21,47.58,6.5,92.13,cucumber
70.34,23.79,42.69,20.22,45.19,6.7,64.2,cucumber
93.17,69.69,21.0,22.47,71.86,7.29,115.94,cucumber
123.77,66.38,35.7,27.2,77.79,6.47,141.79,cucumber
44.88,83.55,45.02,23.14,79.85,5.83,94.56,cucumber
41.52,22.54,86.92,18.29,61.34,5.74,142.53,cucumber
90.68,79.86,39.05,21.95,52.35,6.68,117.79,cucumber
97.34,60.91,41.71,29.29,40.97,5.83,113.41,cucumber
137.29,79.32,37.24,29.15,62.83,6.64,111.21,cucumber
101.75,81.57,82.91,19.74,84.61,6.13,115.22,cucumber
55.79,64.64,41.03,29.92,73.25,6.27,145.82,cucumber
51.55,72.28,65.4,15.26,62.99,5.73,149.98,cucumber
49.97,64.49,58.02,16.88,86.72,6.65,107.99,cucumber
66.33,30.77,42.81,15.52,50.06,6.49,82.96,cucumber
116.04,29.93,34.44,22.85,74.36,6.13,62.74,cucumber
52.51,45.45,46.55,26.95,52.01,6.18,121.97,cucumber
60.71,22.7,88.06,28.72,55.8,6.07,90.6,cucumber
61.03,75.06,81.96,25.68,59.97,7.18,143.0,cucumber
58.38,66.79,32.09,29.79,79.78,6.32,121.52,cucumber
69.32,24.45,55.95,16.13,62.84,7.21,103.48,cucumber
66.59,34.85,59.07,22.64,85.18,5.84,91.26,cucumber
84.77,46.38,33.03,20.75,67.14,5.89,75.26,cucumber
92.69,85.8,53.78,20.19,41.72,6.54,77.85,cucumber
51.58,53.19,63.13,20.27,76.76,6.76,46.9,cucumber
44.93,56.79,62.37,23.35,51.46,6.19,118.95,cucumber
79.69,57.03,35.99,24.43,63.97,5.51,122.99,cucumber
120.31,89.09,85.96,25.53,63.34,6.03,117.4,cucumber
81.89,42.6,28.18,24.08,75.53,7.04,56.78,cucumber
60.49,64.61,29.07,28.29,86.37,6.76,68.76,cucumber
96.23,73.63,44.14,24.74,70.07,7.32,125.37,zucchini
106.92,58.14,82.29,24.04,74.46,6.12,51.81,zucchini
95.78,35.57,87.87,18.32,84.78,6.17,61.09,zucchini
97.72,42.56,89.56,24.26,45.05,6.12,52.3,zucchini
89.36,56.94,42.11,25.09,62.24,7.14,114.7,zucchini
65.87,78.1,22.07,18.53,41.42,7.4,98.91,zucchini
124.13,89.3,26.4,28.5,41.04,6.9,127.25,zucchini
78.48,82.31,73.67,22.46,54.05,5.82,48.38,zucchini
94.14,56.74,33.13,22.96,43.97,6.1,113.6,zucchini
55.13,56.61,29.36,28.23,50.57,7.36,141.01,zucchini
136.47,39.76,67.71,16.05,88.6,6.88,44.07,zucchini
53.84,27.39,44.35,29.06,79.45,6.15,129.05,zucchini
41.06,58.14,47.25,16.13,85.97,6.82,149.52,zucchini
104.0,63.47,28.92,22.14,84.84,6.62,110.2,zucchini
85.97,45.07,20.82,18.28,49.31,5.68,45.96,zucchini
115.56,89.68,68.84,27.46,50.48,7.2,81.88,zucchini
125.47,36.65,40.93,22.9,51.18,6.02,119.94,zucchini
118.93,88.81,65.82,20.26,63.45,6.67,105.17,zucchini
131.74,59.7,87.3,22.17,62.31,5.56,75.65,zucchini
88.28,20.81,50.77,16.74,53.37,7.27,140.7,zucchini
51.44,61.15,54.05,15.8,54.87,6.57,86.78,zucchini
96.97,24.62,62.91,24.17,49.48,6.63,142.75,zucchini
129.11,63.17,56.45,26.25,62.69,6.91,81.0,zucchini
95.51,71.37,60.96,24.04,59.21,6.2,112.08,zucchini
84.59,50.87,46.52,19.36,71.3,7.26,61.44,zucchini
104.97,57.2,64.6,24.95,60.0,5.52,79.97,zucchini
92.12,64.07,84.87,24.86,72.66,6.2,127.38,zucchini
52.96,81.96,54.27,21.8,74.61,6.59,149.52,zucchini
52.06,24.46,61.64,18.39,51.37,7.5,98.2,zucchini
69.3,45.53,35.79,18.78,46.74,7.45,120.83,zucchini
75.96,27.62,88.29,28.35,44.75,7.24,100.65,squash
138.49,50.83,50.48,15.13,68.81,5.98,136.92,squash
62.38,81.8,43.35,27.1,75.7,7.37,103.26,squash
76.03,38.4,36.44,16.55,54.95,6.13,130.52,squash
40.69,55.14,55.53,17.37,74.67,5.91,121.75,squash
56.95,81.5,41.85,16.42,47.52,5.91,54.53,squash
71.4,87.95,46.23,20.91,77.65,5.65,49.64,squash
127.0,42.9,32.23,17.75,77.18,7.46,83.87,squash
111.16,52.32,34.27,19.72,56.96,6.0,127.3,squash
49.09,47.05,71.43,15.5,88.18,6.73,111.75,squash
59.23,34.23,79.03,29.63,40.75,7.13,62.0,squash
47.7,61.77,26.66,27.61,82.21,6.07,55.93,squash
91.3,72.45,22.65,25.57,46.18,6.26,58.15,squash
48.1,57.44,40.96,28.67,85.2,6.95,96.29,squash
104.66,43.28,52.83,23.22,61.06,6.39,133.72,squash
138.9,71.51,80.1,19.58,43.72,5.95,94.99,squash
116.47,71.38,84.05,26.68,54.94,5.61,93.04,squash
72.99,80.89,83.39,23.07,78.69,6.95,97.18,squash
84.2,86.72,75.83,23.57,89.35,5.8,124.63,squash
95.01,42.51,28.88,23.72,83.45,5.85,138.83,squash
138.69,33.58,58.67,22.28,56.78,5.74,69.42,squash
134.16,78.8,86.6,22.48,64.96,5.62,86.94,squash
98.16,89.54,24.5,24.85,42.34,7.44,62.22,squash
109.39,64.39,34.4,21.93,61.15,5.86,83.59,squash
46.34,69.53,87.98,23.13,59.98,6.53,55.86,squash
113.89,68.38,27.27,20.67,46.14,6.9,41.64,squash
127.04,24.54,78.48,17.88,66.45,6.92,143.28,squash
127.49,30.66,70.1,21.45,48.37,6.42,143.16,squash
41.93,68.92,57.97,28.24,63.76,6.0,133.62,squash
50.83,68.21,40.56,15.81,48.39,7.2,57.28,squash
131.84,30.32,84.97,15.79,72.96,6.57,105.63,sweetcorn
132.52,35.88,89.54,23.55,80.45,6.0,149.69,sweetcorn
112.05,52.99,35.22,28.18,68.01,7.48,137.23,sweetcorn
114.88,70.54,31.75,27.45,75.74,5.7,47.62,sweetcorn
50.15,35.32,73.5,26.51,74.74,6.24,143.19,sweetcorn
55.16,35.93,50.87,18.91,76.8,7.17,121.79,sweetcorn
72.35,60.61,42.05,23.23,66.55,5.81,132.96,sweetcorn
121.25,74.44,26.41,18.51,77.47,7.12,107.93,sweetcorn
133.3,49.83,35.88,22.11,55.07,6.26,126.05,sweetcorn
72.34,69.9,61.52,15.33,65.52,7.23,111.23,sweetcorn
125.12,64.74,89.63,15.58,61.26,5.9,123.22,sweetcorn
69.41,66.54,65.88,15.26,70.71,6.16,67.82,sweetcorn
104.55,64.24,34.96,25.67,43.75,5.61,137.63,sweetcorn
132.84,86.28,89.63,26.11,68.44,6.56,98.86,sweetcorn
134.35,87.67,50.51,18.02,66.89,6.35,129.0,sweetcorn
132.21,63.39,25.74,23.02,46.43,6.57,130.06,sweetcorn
107.31,52.74,31.06,28.97,83.57,6.48,45.75,sweetcorn
107.65,48.07,47.82,20.67,53.75,5.78,111.54,sweetcorn
91.83,50.17,72.53,22.54,48.09,6.04,101.45,sweetcorn
106.63,64.35,72.22,20.36,78.34,6.67,67.98,sweetcorn
52.53,63.81,79.3,29.26,80.83,7.15,104.89,sweetcorn
64.55,40.74,80.31,19.1,64.21,6.6,41.96,sweetcorn
51.13,34.0,75.72,26.78,44.37,5.82,148.52,sweetcorn
56.58,75.99,61.05,28.08,76.84,5.69,124.63,sweetcorn
111.53,22.92,85.96,19.39,63.22,6.55,101.08,sweetcorn
97.01,24.6,79.74,22.85,44.92,6.51,60.82,sweetcorn
83.17,70.34,72.76,17.42,54.38,7.44,109.13,sweetcorn
58.57,62.68,37.36,16.11,72.91,5.72,55.44,sweetcorn
107.82,87.66,24.81,26.24,47.14,5.62,41.83,sweetcorn
42.02,71.16,83.51,15.19,47.51,5.59,84.78,sweetcorn
72.21,33.44,77.08,24.84,71.62,5.79,198.08,banana
52.93,33.79,89.23,26.13,62.55,6.82,249.85,banana
94.92,28.14,66.81,29.47,69.21,6.27,223.0,banana
46.32,58.25,58.07,31.34,78.97,5.98,157.45,banana
99.6,46.61,24.39,31.94,62.72,5.78,122.9,banana
41.51,83.76,29.79,28.51,87.24,7.04,188.69,banana
68.46,67.17,76.48,25.65,51.43,6.32,189.74,banana
128.97,61.38,38.69,29.8,47.52,5.71,101.42,banana
97.64,60.48,52.52,28.43,49.4,5.92,187.75,banana
80.35,54.94,84.02,27.74,77.2,5.62,173.59,banana
45.39,33.89,33.2,27.07,47.95,7.37,145.08,banana
70.43,24.98,45.84,30.27,67.31,7.29,192.58,banana
104.4,49.89,78.47,27.6,46.97,5.95,219.59,banana
45.78,32.63,63.89,29.46,63.28,6.8,162.98,banana
98.98,22.71,48.85,31.79,68.76,6.18,193.48,banana
137.63,52.59,49.13,30.57,82.54,5.95,200.26,banana
69.88,44.74,76.21,26.9,85.72,6.47,230.09,banana
52.91,48.31,22.37,30.86,84.48,6.47,169.72,banana
137.04,47.06,41.42,25.1,85.95,7.1,179.06,banana
112.95,78.51,66.82,24.87,72.43,7.24,171.32,banana
82.72,65.11,33.35,25.8,74.01,7.49,117.05,banana
106.49,55.24,22.63,25.29,55.25,6.88,119.91,banana
77.34,63.43,72.83,31.97,81.89,5.88,183.88,banana
100.61,58.67,61.81,27.06,51.9,6.83,231.0,banana
108.23,66.06,87.05,26.03,68.75,7.15,197.9,banana
40.12,55.76,77.17,25.62,59.69,7.46,168.13,banana
94.34,61.82,79.49,27.65,84.93,6.91,160.2,banana
101.5,41.03,23.63,27.88,42.29,6.1,226.48,banana
137.05,33.86,31.61,26.83,62.53,5.78,221.01,banana
55.73,57.76,39.05,29.17,45.81,6.49,227.18,banana
41.68,33.53,25.05,29.02,73.54,5.98,232.5,mango
57.3,54.2,71.09,27.61,43.29,5.59,107.23,mango
134.57,82.93,41.03,24.29,71.74,5.9,231.1,mango
131.86,74.74,74.38,28.67,81.59,6.26,201.35,mango
41.27,68.62,51.14,29.91,79.27,6.41,198.71,mango
98.53,63.18,20.56,25.35,52.87,6.91,235.34,mango
102.84,73.07,64.53,24.88,52.76,6.66,206.94,mango
81.92,68.64,43.39,25.89,48.45,6.33,176.46,mango
50.98,85.11,20.59,28.39,57.34,7.38,125.15,mango
42.56,68.34,46.48,28.91,73.33,6.38,190.64,mango
108.13,43.0,33.64,27.92,68.45,5.6,103.33,mango
83.07,26.3,56.72,26.37,54.78,7.0,204.13,mango
46.7,61.78,89.48,27.64,89.24,5.97,113.66,mango
72.71,36.42,31.18,25.53,65.05,7.12,210.2,mango
43.98,73.66,64.67,25.6,40.34,7.22,98.56,mango
65.39,41.29,75.75,29.67,85.78,7.2,222.94,mango
87.22,23.93,36.44,24.84,45.79,5.77,130.84,mango
45.03,40.67,79.88,25.45,65.44,7.2,77.73,mango
112.71,58.01,22.12,29.34,79.77,5.7,243.23,mango
97.71,64.45,34.87,24.18,75.26,6.93,106.73,mango
43.4,60.22,41.55,26.07,83.4,6.63,95.64,mango
109.9,70.44,59.76,29.72,63.79,6.8,84.77,mango
70.1,41.0,50.08,27.07,45.73,6.88,84.54,mango
65.23,60.96,21.69,25.97,80.47,6.96,140.73,mango
56.7,72.52,80.84,24.49,60.92,6.6,196.31,mango
60.27,77.55,62.63,28.79,87.41,6.87,192.34,mango
69.75,39.12,46.16,28.86,69.8,6.06,232.94,mango
91.68,88.52,65.72,28.41,57.24,7.48,158.93,mango
107.37,48.25,56.61,25.06,58.42,6.33,205.0,mango
55.84,33.84,65.06,26.84,84.1,5.54,152.45,mango
123.14,72.85,44.7,25.23,59.85,5.01,75.42,papaya
62.83,81.05,33.44,22.0,67.89,6.74,183.18,papaya
70.92,43.89,20.9,29.12,58.86,5.73,99.37,papaya
89.35,30.49,42.8,19.47,49.52,6.32,122.32,papaya
50.73,81.02,24.16,23.78,54.65,5.14,116.2,papaya
84.11,68.24,38.14,23.31,85.02,6.59,144.63,papaya
61.22,75.0,85.14,21.36,82.54,5.93,150.97,papaya
42.57,36.99,36.85,20.84,81.3,7.38,120.57,papaya
120.21,41.09,60.67,20.72,85.46,6.29,172.17,papaya
119.42,56.66,54.29,27.96,63.71,6.44,116.8,papaya
55.26,35.63,87.98,26.27,40.91,5.47,170.82,papaya
91.12,89.23,83.23,19.0,80.3,7.46,201.74,papaya
135.32,46.66,64.04,27.59,79.83,6.79,215.87,papaya
73.74,75.66,61.78,31.46,56.2,6.55,223.56,papaya
116.0,68.81,30.2,20.18,55.9,6.63,66.21,papaya
105.96,28.4,33.54,21.89,67.43,6.8,239.89,papaya
62.85,25.99,80.04,26.26,85.95,6.79,84.72,papaya
76.21,35.35,51.51,22.0,83.07,7.24,95.95,papaya
139.98,87.36,46.97,30.24,87.3,6.84,128.97,papaya
102.94,73.67,43.77,24.65,44.45,5.39,211.15,papaya
70.86,69.17,50.05,27.95,54.27,5.22,186.82,papaya
65.69,34.32,52.43,24.95,84.53,6.74,142.75,papaya
84.09,61.99,29.08,22.17,70.19,7.35,174.19,papaya
60.98,87.72,75.73,21.12,58.42,5.08,204.79,papaya
61.81,77.85,70.24,28.87,68.23,5.61,66.85,papaya
99.44,20.92,56.34,28.84,47.02,6.09,162.81,papaya
55.08,34.11,62.73,20.43,47.61,5.55,238.01,papaya
129.74,27.8,60.11,23.76,41.54,5.63,183.58,papaya
41.95,87.09,39.99,22.87,87.45,5.35,84.82,papaya
87.24,41.93,42.33,26.16,87.5,6.04,68.34,papaya
77.3,79.69,50.28,18.85,52.48,5.57,126.62,pineapple
71.82,66.96,70.34,18.63,47.28,7.06,226.36,pineapple
118.84,32.41,68.5,19.05,73.76,5.55,219.56,pineapple
124.33,52.71,70.79,31.22,84.66,6.62,177.02,pineapple
75.69,67.84,29.85,24.41,44.26,5.23,186.87,pineapple
82.62,34.53,86.42,22.07,66.97,6.23,95.07,pineapple
139.36,73.09,82.43,22.19,85.55,7.28,238.93,pineapple
57.79,30.9,25.83,19.26,75.07,5.13,148.29,pineapple
75.51,70.99,23.25,28.09,87.9,5.74,136.68,pineapple
114.08,41.38,79.24,31.95,51.13,6.18,87.76,pineapple
95.77,47.54,88.06,28.18,89.61,7.03,216.72,pineapple
78.25,66.54,27.92,22.87,86.06,7.45,92.92,pineapple
89.47,48.34,63.4,26.31,53.05,7.2,145.5,pineapple
117.56,70.54,88.61,25.21,69.45,6.93,103.61,pineapple
44.5,76.92,68.59,28.5,80.01,5.5,226.81,pineapple
104.02,86.11,58.92,30.12,42.84,5.41,165.09,pineapple
106.76,47.02,25.04,30.4,43.58,7.22,104.27,pineapple
110.6,61.51,36.54,22.6,52.06,6.33,112.8,pineapple
94.38,39.73,28.43,27.75,53.08,7.37,136.99,pineapple
66.22,70.27,83.09,23.18,76.67,5.83,248.88,pineapple
70.02,22.57,20.27,25.6,71.23,5.72,138.67,pineapple
80.87,45.43,33.26,25.62,73.32,5.07,227.42,pineapple
65.94,53.27,35.24,27.43,60.3,6.45,137.5,pineapple
90.81,26.06,88.71,23.96,56.55,7.12,115.94,pineapple
119.11,49.69,28.16,26.04,54.01,5.5,248.07,pineapple
133.7,53.01,76.53,27.38,55.14,5.32,170.44,pineapple
59.08,72.85,61.64,21.08,78.84,7.42,151.21,pineapple
136.99,51.48,21.22,24.47,57.62,7.29,159.27,pineapple
136.07,31.38,46.82,18.2,42.57,6.78,66.26,pineapple
62.22,50.4,84.46,21.31,40.22,6.75,192.33,pineapple
53.86,84.96,80.57,31.11,81.19,6.37,193.24,guava
52.4,65.07,44.82,22.7,55.65,5.2,214.01,guava
116.43,20.65,55.91,18.32,67.26,5.42,242.56,guava
71.88,56.64,38.36,30.66,40.42,5.76,102.89,guava
114.63,46.03,80.32,22.59,46.29,6.14,76.38,guava
55.23,56.6,60.2,20.99,48.99,6.3,144.6,guava
88.16,66.96,29.87,18.16,43.24,6.99,193.5,guava
55.34,43.13,41.55,30.92,60.62,6.79,76.32,guava
44.14,35.75,64.91,24.26,83.61,7.06,186.24,guava
139.72,87.21,81.81,19.25,59.98,5.36,176.28,guava
90.51,26.46,25.56,24.51,71.24,6.02,149.64,guava
103.43,68.86,69.55,23.81,48.59,7.17,67.73,guava
60.58,33.34,61.6,26.7,44.99,6.29,169.22,guava
108.66,25.17,70.9,21.78,59.24,5.31,220.01,guava
101.81,76.88,56.04,19.54,60.06,5.2,78.76,guava
120.63,20.0,47.24,18.58,78.22,7.48,66.22,guava
76.37,88.3,37.56,22.34,89.36,7.3,133.4,guava
107.05,75.59,44.82,18.03,58.7,6.73,243.23,guava
84.17,48.76,46.65,26.5,41.11,7.28,241.28,guava
43.12,20.43,41.98,20.04,78.48,7.17,163.72,guava
134.39,35.97,33.72,23.37,62.57,5.5,235.0,guava
115.09,40.17,35.85,21.97,59.77,6.64,207.46,guava
134.99,25.68,33.69,23.32,87.6,6.14,196.62,guava
122.93,52.26,46.4,28.87,72.01,7.48,111.43,guava
135.34,54.05,80.82,26.98,68.18,7.14,75.31,guava
68.06,54.13,77.38,20.61,78.99,5.22,126.52,guava
86.37,70.05,56.59,29.89,74.63,5.96,158.98,guava
78.9,81.08,41.26,20.53,52.22,5.63,213.83,guava
108.68,37.17,49.4,30.53,88.04,5.56,239.33,guava
45.83,89.91,42.45,31.36,41.57,6.72,235.64,guava
122.01,60.05,30.9,13.32,87.15,6.8,106.55,apple
74.39,62.92,41.23,12.99,83.44,5.67,155.94,apple
80.57,52.92,81.01,20.44,78.72,5.52,177.23,apple
119.26,20.04,35.79,20.23,83.47,6.31,186.68,apple
48.77,38.19,77.42,21.11,51.16,6.35,132.59,apple
113.87,47.88,42.33,20.67,74.79,6.04,165.71,apple
66.23,55.05,33.14,14.81,60.93,5.63,117.41,apple
75.16,42.89,55.47,22.59,82.48,5.94,96.16,apple
48.79,81.98,73.19,20.34,85.39,6.1,100.55,apple
49.1,47.96,73.77,11.19,61.89,5.62,105.71,apple
95.35,65.5,85.98,14.49,51.62,5.59,102.53,apple
43.49,20.09,28.07,17.51,62.83,6.86,138.28,apple
48.69,30.22,69.03,23.72,77.47,5.85,121.46,apple
83.74,50.34,39.78,12.16,41.32,6.82,197.02,apple
137.81,46.61,68.12,12.89,45.63,5.5,119.97,apple
119.78,56.93,36.36,16.74,67.04,5.79,133.72,apple
132.91,51.34,89.32,20.12,46.43,6.88,163.08,apple
84.31,33.22,66.09,12.66,63.07,5.73,129.63,apple
136.73,61.86,55.89,18.66,72.73,6.4,114.22,apple
61.25,62.45,85.05,22.21,64.42,5.94,150.49,apple
44.67,54.77,74.84,23.54,44.55,5.8,137.58,apple
100.88,87.47,27.51,11.8,64.23,6.69,83.45,apple
78.04,69.76,49.43,12.51,43.56,6.64,141.22,apple
93.82,67.83,73.39,15.63,58.27,6.88,89.1,apple
117.66,52.27,57.3,13.51,87.14,5.96,118.46,apple
45.95,82.4,78.08,10.71,47.4,5.93,83.43,apple
89.76,79.39,70.4,17.04,88.96,5.96,118.14,apple
66.58,62.19,52.64,11.74,64.62,6.95,185.26,apple
102.37,80.37,54.04,16.95,74.8,5.8,151.2,apple
90.17,40.86,54.81,12.49,72.13,5.67,133.61,apple
45.56,57.8,26.79,29.54,40.9,7.02,116.79,pear
135.44,43.01,30.12,27.37,52.18,7.03,150.77,pear
66.74,61.37,35.61,21.71,44.1,5.59,101.56,pear
55.9,49.12,51.45,26.32,67.56,6.71,176.61,pear
87.07,79.82,29.9,21.85,40.61,7.27,227.21,pear
80.77,78.99,59.34,31.03,85.07,5.83,112.99,pear
81.57,86.93,52.77,23.07,41.19,5.96,235.79,pear
81.91,75.64,82.78,31.12,76.64,6.24,116.97,pear
134.04,76.35,72.02,18.78,72.42,6.72,85.63,pear
72.66,51.82,37.75,19.5,47.6,6.14,62.52,pear
119.32,49.19,39.51,21.52,55.81,6.5,195.87,pear
83.01,70.05,60.1,29.36,76.44,6.91,64.61,pear
75.13,28.09,78.11,20.3,86.19,5.86,88.94,pear
109.74,32.97,45.45,24.14,71.68,6.29,186.11,pear
119.25,87.71,63.46,23.97,64.81,5.87,218.43,pear
94.65,68.76,77.34,27.75,84.34,6.13,192.4,pear
128.51,54.14,77.46,21.91,47.96,7.13,164.8,pear
136.2,61.9,38.05,19.7,84.92,5.63,91.41,pear
92.81,70.23,60.18,18.67,79.08,6.69,121.75,pear
132.24,54.63,73.73,19.27,55.36,6.89,189.97,pear
110.17,68.52,21.93,29.98,42.08,5.61,117.51,pear
89.97,26.71,49.99,19.96,56.77,5.86,81.55,pear
120.3,22.14,34.07,30.5,60.26,7.36,118.42,pear
91.88,56.91,48.34,31.85,60.1,6.99,156.34,pear
74.92,79.21,84.68,18.22,69.94,6.89,156.37,pear
80.4,70.34,30.98,24.65,50.0,7.16,209.27,pear
79.66,75.03,57.97,27.16,51.96,6.93,183.31,pear
139.68,38.36,48.16,28.91,52.94,6.91,221.44,pear
56.6,70.96,40.33,21.82,57.6,6.95,181.25,pear
78.38,67.78,76.81,20.75,83.24,6.3,180.79,pear
126.04,34.96,52.75,27.93,40.8,5.98,162.93,peach
84.91,55.32,78.59,19.6,76.0,5.71,75.9,peach
86.21,29.04,52.12,20.36,62.23,5.34,249.26,peach
60.94,51.05,62.28,27.44,46.47,7.12,130.65,peach
48.28,50.11,63.56,23.06,76.4,5.78,215.02,peach
133.28,77.18,24.37,23.88,66.61,5.96,95.28,peach
98.84,28.34,31.72,23.85,89.84,5.96,243.5,peach
107.31,65.26,83.97,26.16,76.95,6.18,211.18,peach
127.51,20.08,85.4,18.45,72.0,5.18,203.67,peach
83.27,29.56,79.01,21.46,85.05,5.96,166.13,peach
84.53,73.31,44.81,25.19,51.5,5.84,80.97,peach
66.13,39.46,68.27,20.03,47.69,7.43,181.94,peach
48.58,80.54,73.14,26.53,88.1,6.33,86.43,peach
41.16,26.32,52.46,25.74,81.69,5.18,73.5,peach
49.56,45.45,85.52,28.93,42.19,6.48,94.39,peach
